timestamp,location,value,unit
2024-11-10 00:15:00,Ives Hall Total HHW BTU Meter Usage (C) / p:sonomastate:r:234e3195-7d72fbdc,56957.029296875,BTU
2024-11-10 00:15:00,Student Center Total CHW BTU Meter Usage (C) / p:sonomastate:r:234e5dff-6fe20abd,2573.186767578125,BTU
2024-11-10 00:15:00,Student Health Center Total CHW BTU Meter Usage (C) / p:sonomastate:r:234e61c5-021da430,0.0,BTU
2024-11-10 00:15:00,Rachel Carson Hall Total CHW BTU Meter Usage (C) / p:sonomastate:r:234aa121-a983880d,0.0,BTU
2024-11-10 00:15:00,Student Center Total Electric Meter (C) Usage (C) / p:sonomastate:r:20c9aa07-acd1558a,0.0,kWh
2024-11-10 00:15:00,Nichols Hall Total HHW BTU Meter Usage (C) / p:sonomastate:r:234e3ee2-f6fcea18,0.0,BTU
2024-11-10 00:15:00,Nichols Hall Total CHW BTU Meter Usage (C) / p:sonomastate:r:234e3ee2-b06b6c8c,0.0,BTU
2024-11-10 00:15:00,Student Center Total HHW BTU Meter Usage (C) / p:sonomastate:r:234e5dff-8d8eb031,0.0,BTU
2024-11-10 00:15:00,Ives Hall  Total Electric Meter Usage (C) / p:sonomastate:r:206d9425-f3361ab6,0.0,kWh
2024-11-10 00:30:00,Ives Hall Total CHW BTU Meter Usage (C) / p:sonomastate:r:234e3195-c20a1a8e,0.0,BTU
2024-11-10 00:30:00,Green Music Center Total Electric Meter Usage (C) / p:sonomastate:r:234ab131-e413ba29,85.1500015258789,kWh
2024-11-10 00:30:00,Student Health Center Total HHW BTU Meter Usage (C) / p:sonomastate:r:234e61c5-83f6cf71,0.0,BTU
2024-11-10 00:30:00,Green Music Center Total CHW BTU Meter Usage / p:sonomastate:r:1f98265e-39835c84,231460.00390625,BTU
2024-11-10 00:30:00,Physical Education Total Electric Meter Usage (C) / p:sonomastate:r:206db469-c986212b,15129.916015625,kWh
2024-11-10 00:30:00,Nichols Hall Total Electric Meter Usage (C) / p:sonomastate:r:234e40da-635bc7c1,2.624000072479248,kWh
2024-11-10 00:30:00,Rachel Carson Hall Total HHW BTU Meter Usage (C) / p:sonomastate:r:234aa43b-a73abf5e,0.0,BTU
2024-11-10 00:30:00,Ives Hall Total HHW BTU Meter Usage (C) / p:sonomastate:r:234e3195-7d72fbdc,51476.8896484375,BTU
2024-11-10 00:30:00,Student Center Total CHW BTU Meter Usage (C) / p:sonomastate:r:234e5dff-6fe20abd,5163.480712890625,BTU
2024-11-10 00:30:00,Student Health Center Total CHW BTU Meter Usage (C) / p:sonomastate:r:234e61c5-021da430,0.0,BTU
2024-11-10 00:30:00,Rachel Carson Hall Total CHW BTU Meter Usage (C) / p:sonomastate:r:234aa121-a983880d,0.0,BTU
2024-11-10 00:30:00,Student Center Total Electric Meter (C) Usage (C) / p:sonomastate:r:20c9aa07-acd1558a,0.0,kWh
2024-11-10 00:30:00,Nichols Hall Total HHW BTU Meter Usage (C) / p:sonomastate:r:234e3ee2-f6fcea18,0.0,BTU
2024-11-10 00:30:00,Nichols Hall Total CHW BTU Meter Usage (C) / p:sonomastate:r:234e3ee2-b06b6c8c,0.0,BTU
2024-11-10 00:30:00,Student Center Total HHW BTU Meter Usage (C) / p:sonomastate:r:234e5dff-8d8eb031,0.0,BTU
2024-11-10 00:30:00,Ives Hall  Total Electric Meter Usage (C) / p:sonomastate:r:206d9425-f3361ab6,0.0,kWh
2024-11-10 00:45:00,Ives Hall Total CHW BTU Meter Usage (C) / p:sonomastate:r:234e3195-c20a1a8e,0.0,BTU
2024-11-10 00:45:00,Green Music Center Total Electric Meter Usage (C) / p:sonomastate:r:234ab131-e413ba29,83.7750015258789,kWh
2024-11-10 00:45:00,Student Health Center Total HHW BTU Meter Usage (C) / p:sonomastate:r:234e61c5-83f6cf71,0.0,BTU
2024-11-10 00:45:00,Green Music Center Total CHW BTU Meter Usage / p:sonomastate:r:1f98265e-39835c84,140329.95703125,BTU
2024-11-10 00:45:00,Physical Education Total Electric Meter Usage (C) / p:sonomastate:r:206db469-c986212b,14511.2431640625,kWh
2024-11-10 00:45:00,Nichols Hall Total Electric Meter Usage (C) / p:sonomastate:r:234e40da-635bc7c1,2.56000018119812,kWh
2024-11-10 00:45:00,Rachel Carson Hall Total HHW BTU Meter Usage (C) / p:sonomastate:r:234aa43b-a73abf5e,0.0,BTU
2024-11-10 00:45:00,Ives Hall Total HHW BTU Meter Usage (C) / p:sonomastate:r:234e3195-7d72fbdc,39269.44140625,BTU
2024-11-10 00:45:00,Student Center Total CHW BTU Meter Usage (C) / p:sonomastate:r:234e5dff-6fe20abd,2673.862060546875,BTU
2024-11-10 00:45:00,Student Health Center Total CHW BTU Meter Usage (C) / p:sonomastate:r:234e61c5-021da430,0.0,BTU
2024-11-10 00:45:00,Rachel Carson Hall Total CHW BTU Meter Usage (C) / p:sonomastate:r:234aa121-a983880d,0.0,BTU
2024-11-10 00:45:00,Student Center Total Electric Meter (C) Usage (C) / p:sonomastate:r:20c9aa07-acd1558a,0.0,kWh
2024-11-10 00:45:00,Nichols Hall Total HHW BTU Meter Usage (C) / p:sonomastate:r:234e3ee2-f6fcea18,0.0,BTU
2024-11-10 00:45:00,Nichols Hall Total CHW BTU Meter Usage (C) / p:sonomastate:r:234e3ee2-b06b6c8c,0.0,BTU
2024-11-10 00:45:00,Student Center Total HHW BTU Meter Usage (C) / p:sonomastate:r:234e5dff-8d8eb031,9777.1162109375,BTU
2024-11-10 00:45:00,Ives Hall  Total Electric Meter Usage (C) / p:sonomastate:r:206d9425-f3361ab6,0.0,kWh
2024-11-10 01:00:00,Ives Hall Total CHW BTU Meter Usage (C) / p:sonomastate:r:234e3195-c20a1a8e,0.0,BTU
2024-11-10 01:00:00,Green Music Center Total Electric Meter Usage (C) / p:sonomastate:r:234ab131-e413ba29,84.6500015258789,kWh
2024-11-10 01:00:00,Student Health Center Total HHW BTU Meter Usage (C) / p:sonomastate:r:234e61c5-83f6cf71,0.0,BTU
2024-11-10 01:00:00,Green Music Center Total CHW BTU Meter Usage / p:sonomastate:r:1f98265e-39835c84,123160.0703125,BTU
2024-11-10 01:00:00,Physical Education Total Electric Meter Usage (C) / p:sonomastate:r:206db469-c986212b,14901.1298828125,kWh
2024-11-10 01:00:00,Nichols Hall Total Electric Meter Usage (C) / p:sonomastate:r:234e40da-635bc7c1,2.576000213623047,kWh
2024-11-10 01:00:00,Rachel Carson Hall Total HHW BTU Meter Usage (C) / p:sonomastate:r:234aa43b-a73abf5e,0.0,BTU
2024-11-10 01:00:00,Ives Hall Total HHW BTU Meter Usage (C) / p:sonomastate:r:234e3195-7d72fbdc,35782.2822265625,BTU
2024-11-10 01:00:00,Student Center Total CHW BTU Meter Usage (C) / p:sonomastate:r:234e5dff-6fe20abd,5410.55810546875,BTU
2024-11-10 01:00:00,Student Health Center Total CHW BTU Meter Usage (C) / p:sonomastate:r:234e61c5-021da430,0.0,BTU
2024-11-10 01:00:00,Rachel Carson Hall Total CHW BTU Meter Usage (C) / p:sonomastate:r:234aa121-a983880d,0.0,BTU
2024-11-10 01:00:00,Student Center Total Electric Meter (C) Usage (C) / p:sonomastate:r:20c9aa07-acd1558a,0.0,kWh
2024-11-10 01:00:00,Nichols Hall Total HHW BTU Meter Usage (C) / p:sonomastate:r:234e3ee2-f6fcea18,0.0,BTU
2024-11-10 01:00:00,Wine Spectator Learning Ctr Total Electric Meter Usage (C) / p:sonomastate:r:250ea73e-3b55a6cf,143.14769732952118,kWh
2024-11-10 01:00:00,Nichols Hall Total CHW BTU Meter Usage (C) / p:sonomastate:r:234e3ee2-b06b6c8c,0.0,BTU
2024-11-10 01:00:00,Student Center Total HHW BTU Meter Usage (C) / p:sonomastate:r:234e5dff-8d8eb031,45602.685546875,BTU
2024-11-10 01:00:00,Ives Hall  Total Electric Meter Usage (C) / p:sonomastate:r:206d9425-f3361ab6,0.0,kWh
2024-11-10 01:15:00,Ives Hall Total CHW BTU Meter Usage (C) / p:sonomastate:r:234e3195-c20a1a8e,0.0,BTU
2024-11-10 01:15:00,Green Music Center Total Electric Meter Usage (C) / p:sonomastate:r:234ab131-e413ba29,83.75,kWh
2024-11-10 01:15:00,Student Health Center Total HHW BTU Meter Usage (C) / p:sonomastate:r:234e61c5-83f6cf71,0.0,BTU
2024-11-10 01:15:00,Green Music Center Total CHW BTU Meter Usage / p:sonomastate:r:1f98265e-39835c84,119440.1328125,BTU
2024-11-10 01:15:00,Physical Education Total Electric Meter Usage (C) / p:sonomastate:r:206db469-c986212b,15201.25,kWh
2024-11-10 01:15:00,Nichols Hall Total Electric Meter Usage (C) / p:sonomastate:r:234e40da-635bc7c1,2.5440001487731934,kWh
2024-11-10 01:15:00,Rachel Carson Hall Total HHW BTU Meter Usage (C) / p:sonomastate:r:234aa43b-a73abf5e,0.0,BTU
2024-11-10 01:15:00,Ives Hall Total HHW BTU Meter Usage (C) / p:sonomastate:r:234e3195-7d72fbdc,38888.7451171875,BTU
2024-11-10 01:15:00,Student Center Total CHW BTU Meter Usage (C) / p:sonomastate:r:234e5dff-6fe20abd,2742.6767578125,BTU
2024-11-10 01:15:00,Student Health Center Total CHW BTU Meter Usage (C) / p:sonomastate:r:234e61c5-021da430,0.0,BTU
2024-11-10 01:15:00,Rachel Carson Hall Total CHW BTU Meter Usage (C) / p:sonomastate:r:234aa121-a983880d,0.0,BTU
2024-11-10 01:15:00,Student Center Total Electric Meter (C) Usage (C) / p:sonomastate:r:20c9aa07-acd1558a,0.0,kWh
2024-11-10 01:15:00,Nichols Hall Total HHW BTU Meter Usage (C) / p:sonomastate:r:234e3ee2-f6fcea18,0.0,BTU
2024-11-10 01:15:00,Nichols Hall Total CHW BTU Meter Usage (C) / p:sonomastate:r:234e3ee2-b06b6c8c,0.0,BTU
2024-11-10 01:15:00,Student Center Total HHW BTU Meter Usage (C) / p:sonomastate:r:234e5dff-8d8eb031,0.0,BTU
2024-11-10 01:15:00,Ives Hall  Total Electric Meter Usage (C) / p:sonomastate:r:206d9425-f3361ab6,0.0,kWh
2024-11-10 01:30:00,Ives Hall Total CHW BTU Meter Usage (C) / p:sonomastate:r:234e3195-c20a1a8e,0.0,BTU
2024-11-10 01:30:00,Green Music Center Total Electric Meter Usage (C) / p:sonomastate:r:234ab131-e413ba29,82.07499694824219,kWh
2024-11-10 01:30:00,Student Health Center Total HHW BTU Meter Usage (C) / p:sonomastate:r:234e61c5-83f6cf71,0.0,BTU
2024-11-10 01:30:00,Green Music Center Total CHW BTU Meter Usage / p:sonomastate:r:1f98265e-39835c84,110525.09375,BTU
2024-11-10 01:30:00,Physical Education Total Electric Meter Usage (C) / p:sonomastate:r:206db469-c986212b,15008.41015625,kWh
2024-11-10 01:30:00,Nichols Hall Total Electric Meter Usage (C) / p:sonomastate:r:234e40da-635bc7c1,2.576000213623047,kWh
2024-11-10 01:30:00,Rachel Carson Hall Total HHW BTU Meter Usage (C) / p:sonomastate:r:234aa43b-a73abf5e,0.0,BTU
2024-11-10 01:30:00,Ives Hall Total HHW BTU Meter Usage (C) / p:sonomastate:r:234e3195-7d72fbdc,63072.7822265625,BTU
2024-11-10 01:30:00,Student Center Total CHW BTU Meter Usage (C) / p:sonomastate:r:234e5dff-6fe20abd,5586.29052734375,BTU
2024-11-10 01:30:00,Student Health Center Total CHW BTU Meter Usage (C) / p:sonomastate:r:234e61c5-021da430,0.0,BTU
2024-11-10 01:30:00,Rachel Carson Hall Total CHW BTU Meter Usage (C) / p:sonomastate:r:234aa121-a983880d,0.0,BTU
2024-11-10 01:30:00,Student Center Total Electric Meter (C) Usage (C) / p:sonomastate:r:20c9aa07-acd1558a,0.0,kWh
2024-11-10 01:30:00,Nichols Hall Total HHW BTU Meter Usage (C) / p:sonomastate:r:234e3ee2-f6fcea18,0.0,BTU
2024-11-10 01:30:00,Nichols Hall Total CHW BTU Meter Usage (C) / p:sonomastate:r:234e3ee2-b06b6c8c,0.0,BTU
2024-11-10 01:30:00,Student Center Total HHW BTU Meter Usage (C) / p:sonomastate:r:234e5dff-8d8eb031,0.0,BTU
2024-11-10 01:30:00,Ives Hall  Total Electric Meter Usage (C) / p:sonomastate:r:206d9425-f3361ab6,0.0,kWh
2024-11-10 01:45:00,Ives Hall Total CHW BTU Meter Usage (C) / p:sonomastate:r:234e3195-c20a1a8e,0.0,BTU
2024-11-10 01:45:00,Green Music Center Total Electric Meter Usage (C) / p:sonomastate:r:234ab131-e413ba29,84.32500457763672,kWh
2024-11-10 01:45:00,Student Health Center Total HHW BTU Meter Usage (C) / p:sonomastate:r:234e61c5-83f6cf71,0.0,BTU
2024-11-10 01:45:00,Green Music Center Total CHW BTU Meter Usage / p:sonomastate:r:1f98265e-39835c84,113805.02734375,BTU
2024-11-10 01:45:00,Physical Education Total Electric Meter Usage (C) / p:sonomastate:r:206db469-c986212b,14038.3466796875,kWh
2024-11-10 01:45:00,Nichols Hall Total Electric Meter Usage (C) / p:sonomastate:r:234e40da-635bc7c1,2.5440001487731934,kWh
2024-11-10 01:45:00,Rachel Carson Hall Total HHW BTU Meter Usage (C) / p:sonomastate:r:234aa43b-a73abf5e,0.0,BTU
2024-11-10 01:45:00,Ives Hall Total HHW BTU Meter Usage (C) / p:sonomastate:r:234e3195-7d72fbdc,50645.0703125,BTU
2024-11-10 01:45:00,Student Center Total CHW BTU Meter Usage (C) / p:sonomastate:r:234e5dff-6fe20abd,2852.791748046875,BTU
2024-11-10 01:45:00,Student Health Center Total CHW BTU Meter Usage (C) / p:sonomastate:r:234e61c5-021da430,0.0,BTU
2024-11-10 01:45:00,Rachel Carson Hall Total CHW BTU Meter Usage (C) / p:sonomastate:r:234aa121-a983880d,0.0,BTU
2024-11-10 01:45:00,Student Center Total Electric Meter (C) Usage (C) / p:sonomastate:r:20c9aa07-acd1558a,0.0,kWh
2024-11-10 01:45:00,Nichols Hall Total HHW BTU Meter Usage (C) / p:sonomastate:r:234e3ee2-f6fcea18,0.0,BTU
2024-11-10 01:45:00,Nichols Hall Total CHW BTU Meter Usage (C) / p:sonomastate:r:234e3ee2-b06b6c8c,0.0,BTU
2024-11-10 01:45:00,Student Center Total HHW BTU Meter Usage (C) / p:sonomastate:r:234e5dff-8d8eb031,0.0,BTU
2024-11-10 01:45:00,Ives Hall  Total Electric Meter Usage (C) / p:sonomastate:r:206d9425-f3361ab6,0.0,kWh
2024-11-10 02:00:00,Ives Hall Total CHW BTU Meter Usage (C) / p:sonomastate:r:234e3195-c20a1a8e,0.0,BTU
2024-11-10 02:00:00,Green Music Center Total Electric Meter Usage (C) / p:sonomastate:r:234ab131-e413ba29,84.9000015258789,kWh
2024-11-10 02:00:00,Student Health Center Total HHW BTU Meter Usage (C) / p:sonomastate:r:234e61c5-83f6cf71,0.0,BTU
2024-11-10 02:00:00,Green Music Center Total CHW BTU Meter Usage / p:sonomastate:r:1f98265e-39835c84,71920.03125,BTU
2024-11-10 02:00:00,Physical Education Total Electric Meter Usage (C) / p:sonomastate:r:206db469-c986212b,15472.810546875,kWh
2024-11-10 02:00:00,Nichols Hall Total Electric Meter Usage (C) / p:sonomastate:r:234e40da-635bc7c1,2.56000018119812,kWh
2024-11-10 02:00:00,Rachel Carson Hall Total HHW BTU Meter Usage (C) / p:sonomastate:r:234aa43b-a73abf5e,0.0,BTU
2024-11-10 02:00:00,Ives Hall Total HHW BTU Meter Usage (C) / p:sonomastate:r:234e3195-7d72fbdc,33185.26025390625,BTU
2024-11-10 02:00:00,Student Center Total CHW BTU Meter Usage (C) / p:sonomastate:r:234e5dff-6fe20abd,5774.63427734375,BTU
2024-11-10 02:00:00,Student Health Center Total CHW BTU Meter Usage (C) / p:sonomastate:r:234e61c5-021da430,0.0,BTU
2024-11-10 02:00:00,Rachel Carson Hall Total CHW BTU Meter Usage (C) / p:sonomastate:r:234aa121-a983880d,0.0,BTU
2024-11-10 02:00:00,Student Center Total Electric Meter (C) Usage (C) / p:sonomastate:r:20c9aa07-acd1558a,0.0,kWh
2024-11-10 02:00:00,Nichols Hall Total HHW BTU Meter Usage (C) / p:sonomastate:r:234e3ee2-f6fcea18,0.0,BTU
2024-11-10 02:00:00,Wine Spectator Learning Ctr Total Electric Meter Usage (C) / p:sonomastate:r:250ea73e-3b55a6cf,124.66163039207458,kWh
2024-11-10 02:00:00,Nichols Hall Total CHW BTU Meter Usage (C) / p:sonomastate:r:234e3ee2-b06b6c8c,0.0,BTU
2024-11-10 02:00:00,Student Center Total HHW BTU Meter Usage (C) / p:sonomastate:r:234e5dff-8d8eb031,0.0,BTU
2024-11-10 02:00:00,Ives Hall  Total Electric Meter Usage (C) / p:sonomastate:r:206d9425-f3361ab6,0.0,kWh
2024-11-10 02:15:00,Ives Hall Total CHW BTU Meter Usage (C) / p:sonomastate:r:234e3195-c20a1a8e,0.0,BTU
2024-11-10 02:15:00,Green Music Center Total Electric Meter Usage (C) / p:sonomastate:r:234ab131-e413ba29,77.9000015258789,kWh
2024-11-10 02:15:00,Student Health Center Total HHW BTU Meter Usage (C) / p:sonomastate:r:234e61c5-83f6cf71,0.0,BTU
2024-11-10 02:15:00,Green Music Center Total CHW BTU Meter Usage / p:sonomastate:r:1f98265e-39835c84,0.0,BTU
2024-11-10 02:15:00,Physical Education Total Electric Meter Usage (C) / p:sonomastate:r:206db469-c986212b,15468.6689453125,kWh
2024-11-10 02:15:00,Nichols Hall Total Electric Meter Usage (C) / p:sonomastate:r:234e40da-635bc7c1,2.5440001487731934,kWh
2024-11-10 02:15:00,Rachel Carson Hall Total HHW BTU Meter Usage (C) / p:sonomastate:r:234aa43b-a73abf5e,0.0,BTU
2024-11-10 02:15:00,Ives Hall Total HHW BTU Meter Usage (C) / p:sonomastate:r:234e3195-7d72fbdc,50681.8076171875,BTU
2024-11-10 02:15:00,Student Center Total CHW BTU Meter Usage (C) / p:sonomastate:r:234e5dff-6fe20abd,2877.177001953125,BTU
2024-11-10 02:15:00,Student Health Center Total CHW BTU Meter Usage (C) / p:sonomastate:r:234e61c5-021da430,0.0,BTU
2024-11-10 02:15:00,Rachel Carson Hall Total CHW BTU Meter Usage (C) / p:sonomastate:r:234aa121-a983880d,0.0,BTU
2024-11-10 02:15:00,Student Center Total Electric Meter (C) Usage (C) / p:sonomastate:r:20c9aa07-acd1558a,0.0,kWh
2024-11-10 02:15:00,Nichols Hall Total HHW BTU Meter Usage (C) / p:sonomastate:r:234e3ee2-f6fcea18,0.0,BTU
2024-11-10 02:15:00,Nichols Hall Total CHW BTU Meter Usage (C) / p:sonomastate:r:234e3ee2-b06b6c8c,0.0,BTU
2024-11-10 02:15:00,Student Center Total HHW BTU Meter Usage (C) / p:sonomastate:r:234e5dff-8d8eb031,0.0,BTU
2024-11-10 02:15:00,Ives Hall  Total Electric Meter Usage (C) / p:sonomastate:r:206d9425-f3361ab6,0.0,kWh
2024-11-10 02:30:00,Ives Hall Total CHW BTU Meter Usage (C) / p:sonomastate:r:234e3195-c20a1a8e,0.0,BTU
2024-11-10 02:30:00,Green Music Center Total Electric Meter Usage (C) / p:sonomastate:r:234ab131-e413ba29,75.4000015258789,kWh
2024-11-10 02:30:00,Student Health Center Total HHW BTU Meter Usage (C) / p:sonomastate:r:234e61c5-83f6cf71,0.0,BTU
2024-11-10 02:30:00,Green Music Center Total CHW BTU Meter Usage / p:sonomastate:r:1f98265e-39835c84,0.0,BTU
2024-11-10 02:30:00,Physical Education Total Electric Meter Usage (C) / p:sonomastate:r:206db469-c986212b,15626.2373046875,kWh
2024-11-10 02:30:00,Nichols Hall Total Electric Meter Usage (C) / p:sonomastate:r:234e40da-635bc7c1,2.5920000076293945,kWh
2024-11-10 02:30:00,Rachel Carson Hall Total HHW BTU Meter Usage (C) / p:sonomastate:r:234aa43b-a73abf5e,0.0,BTU
2024-11-10 02:30:00,Ives Hall Total HHW BTU Meter Usage (C) / p:sonomastate:r:234e3195-7d72fbdc,50659.794921875,BTU
2024-11-10 02:30:00,Student Center Total CHW BTU Meter Usage (C) / p:sonomastate:r:234e5dff-6fe20abd,5878.5263671875,BTU
2024-11-10 02:30:00,Student Health Center Total CHW BTU Meter Usage (C) / p:sonomastate:r:234e61c5-021da430,0.0,BTU
2024-11-10 02:30:00,Rachel Carson Hall Total CHW BTU Meter Usage (C) / p:sonomastate:r:234aa121-a983880d,0.0,BTU
2024-11-10 02:30:00,Student Center Total Electric Meter (C) Usage (C) / p:sonomastate:r:20c9aa07-acd1558a,0.0,kWh
2024-11-10 02:30:00,Nichols Hall Total HHW BTU Meter Usage (C) / p:sonomastate:r:234e3ee2-f6fcea18,0.0,BTU
2024-11-10 02:30:00,Nichols Hall Total CHW BTU Meter Usage (C) / p:sonomastate:r:234e3ee2-b06b6c8c,0.0,BTU
2024-11-10 02:30:00,Student Center Total HHW BTU Meter Usage (C) / p:sonomastate:r:234e5dff-8d8eb031,0.0,BTU
2024-11-10 02:30:00,Ives Hall  Total Electric Meter Usage (C) / p:sonomastate:r:206d9425-f3361ab6,0.0,kWh
2024-11-10 02:45:00,Ives Hall Total CHW BTU Meter Usage (C) / p:sonomastate:r:234e3195-c20a1a8e,0.0,BTU
2024-11-10 02:45:00,Green Music Center Total Electric Meter Usage (C) / p:sonomastate:r:234ab131-e413ba29,76.875,kWh
2024-11-10 02:45:00,Student Health Center Total HHW BTU Meter Usage (C) / p:sonomastate:r:234e61c5-83f6cf71,0.0,BTU
2024-11-10 02:45:00,Green Music Center Total CHW BTU Meter Usage / p:sonomastate:r:1f98265e-39835c84,0.0,BTU
2024-11-10 02:45:00,Physical Education Total Electric Meter Usage (C) / p:sonomastate:r:206db469-c986212b,14504.9951171875,kWh
2024-11-10 02:45:00,Nichols Hall Total Electric Meter Usage (C) / p:sonomastate:r:234e40da-635bc7c1,2.8000001907348633,kWh
2024-11-10 02:45:00,Rachel Carson Hall Total HHW BTU Meter Usage (C) / p:sonomastate:r:234aa43b-a73abf5e,0.0,BTU
2024-11-10 02:45:00,Ives Hall Total HHW BTU Meter Usage (C) / p:sonomastate:r:234e3195-7d72fbdc,40863.5625,BTU
2024-11-10 02:45:00,Student Center Total CHW BTU Meter Usage (C) / p:sonomastate:r:234e5dff-6fe20abd,3022.504638671875,BTU
2024-11-10 02:45:00,Student Health Center Total CHW BTU Meter Usage (C) / p:sonomastate:r:234e61c5-021da430,0.0,BTU
2024-11-10 02:45:00,Rachel Carson Hall Total CHW BTU Meter Usage (C) / p:sonomastate:r:234aa121-a983880d,0.0,BTU
2024-11-10 02:45:00,Student Center Total Electric Meter (C) Usage (C) / p:sonomastate:r:20c9aa07-acd1558a,0.0,kWh
2024-11-10 02:45:00,Nichols Hall Total HHW BTU Meter Usage (C) / p:sonomastate:r:234e3ee2-f6fcea18,0.0,BTU
2024-11-10 02:45:00,Nichols Hall Total CHW BTU Meter Usage (C) / p:sonomastate:r:234e3ee2-b06b6c8c,0.0,BTU
2024-11-10 02:45:00,Student Center Total HHW BTU Meter Usage (C) / p:sonomastate:r:234e5dff-8d8eb031,0.0,BTU
2024-11-10 02:45:00,Ives Hall  Total Electric Meter Usage (C) / p:sonomastate:r:206d9425-f3361ab6,0.0,kWh
2024-11-10 03:00:00,Ives Hall Total CHW BTU Meter Usage (C) / p:sonomastate:r:234e3195-c20a1a8e,0.0,BTU
2024-11-10 03:00:00,Green Music Center Total Electric Meter Usage (C) / p:sonomastate:r:234ab131-e413ba29,74.9749984741211,kWh
2024-11-10 03:00:00,Student Health Center Total HHW BTU Meter Usage (C) / p:sonomastate:r:234e61c5-83f6cf71,0.0,BTU
2024-11-10 03:00:00,Green Music Center Total CHW BTU Meter Usage / p:sonomastate:r:1f98265e-39835c84,0.0,BTU
2024-11-10 03:00:00,Physical Education Total Electric Meter Usage (C) / p:sonomastate:r:206db469-c986212b,15466.8427734375,kWh
2024-11-10 03:00:00,Nichols Hall Total Electric Meter Usage (C) / p:sonomastate:r:234e40da-635bc7c1,2.752000093460083,kWh
2024-11-10 03:00:00,Rachel Carson Hall Total HHW BTU Meter Usage (C) / p:sonomastate:r:234aa43b-a73abf5e,0.0,BTU
2024-11-10 03:00:00,Ives Hall Total HHW BTU Meter Usage (C) / p:sonomastate:r:234e3195-7d72fbdc,44517.361328125,BTU
2024-11-10 03:00:00,Student Center Total CHW BTU Meter Usage (C) / p:sonomastate:r:234e5dff-6fe20abd,6143.807861328125,BTU
2024-11-10 03:00:00,Student Health Center Total CHW BTU Meter Usage (C) / p:sonomastate:r:234e61c5-021da430,0.0,BTU
2024-11-10 03:00:00,Rachel Carson Hall Total CHW BTU Meter Usage (C) / p:sonomastate:r:234aa121-a983880d,0.0,BTU
